# ID,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_radj,pl_radjerr1,pl_radjerr2,st_rad,st_raderr1,st_raderr2,pl_tranflag,ra,dec,st_elon,st_elat,pl_orbper
 191,           "4 UMa b",8.7000000477e-01,3.9999999106e-02,3.9999999106e-02,4.3200001121e-01,2.4000000209e-02,2.4000000209e-02,2.3809999466e+01,4.4200000763e+00,4.4200000763e+00,1.1332312842e+00,2.1639060639e-01,1.7978253378e-01,1.8110000610e+01,1.4700000286e+00,1.4700000286e+00,0,1.3005340576e+02,6.4327934265e+01,1.1281330872e+02,4.4028064728e+01,2.6929998779e+02
 192,           "7 CMa b",1.9299999475e+00,9.9999997765e-03,9.9999997765e-03,2.1999999881e-01,7.0000000298e-02,7.0000000298e-02,7.7000000000e+01,1.4000000000e+01,1.4000000000e+01,1.1627055013e+00,2.0820088056e-01,1.6957525742e-01,2.2999999523e+00,1.0000000149e-01,1.0000000149e-01,0,9.9170989990e+01,-1.9255878448e+01,1.0174191284e+02,-4.2322074890e+01,7.9600000000e+02
 193,          "11 Com b",1.2899999619e+00,5.0000000745e-02,5.0000000745e-02,2.3100000620e-01,4.9999998882e-03,4.9999998882e-03,9.4800003052e+01,1.5000000000e+00,1.5000000000e+00,1.0600602161e+00,2.1379900951e-01,1.5672046950e-01,1.9000000000e+01,2.0000000000e+00,2.0000000000e+00,0,1.8517927551e+02,1.7792867661e+01,1.7742239380e+02,1.8333765030e+01,3.2602999878e+02
 194,          "11 UMi b",1.5299999714e+00,7.0000000298e-02,7.0000000298e-02,7.9999998212e-02,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0656759559e+00,2.1879985494e-01,1.5948557195e-01,2.9790000916e+01,2.8399999142e+00,2.8399999142e+00,0,2.2927453613e+02,7.1823898315e+01,1.4164714050e+02,7.4958183289e+01,5.1621997070e+02
 195,          "14 And b",8.2999998331e-01,8.2999998331e-02,8.2999998331e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1410810066e+00,2.0376164400e-01,1.7508734742e-01,1.1000000000e+01,1.0000000000e+00,1.0000000000e+00,0,3.5282257080e+02,3.9236198425e+01,1.1962116241e+01,3.8229938507e+01,1.8583999634e+02
 196,          "14 Her b",2.9300000668e+00,7.9999998212e-02,7.9999998212e-02,3.7000000477e-01,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1570029661e+00,2.0352978643e-01,1.7521385964e-01,9.3000000715e-01,9.9999997765e-03,9.9999997765e-03,0,2.4260130310e+02,4.3817646027e+01,2.2324873352e+02,6.2879798889e+01,1.7734000244e+03
 197,        "16 Cyg B b",1.6599999666e+00,2.9999999329e-02,2.9999999329e-02,6.8000000715e-01,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2001857962e+00,2.1171779707e-01,1.7043162045e-01,1.1299999952e+00,9.9999997765e-03,9.9999997765e-03,0,2.9546655273e+02,5.0517524719e+01,3.2121804810e+02,6.9468368530e+01,7.9850000000e+02
 198,          "18 Del b",2.5999999046e+00,2.5999999046e-01,2.5999999046e-01,7.9999998212e-02,9.9999997765e-03,9.9999997765e-03,1.6610000610e+02,6.5000000000e+00,6.5000000000e+00,1.0873938699e+00,2.0815138347e-01,1.6669465221e-01,8.5000000000e+00,4.2500000000e+00,4.2500000000e+00,0,3.1460806274e+02,1.0839285851e+01,3.2059121704e+02,2.6786857605e+01,9.9329998779e+02
 199,          "24 Sex b",1.3329999447e+00,4.0000001900e-03,4.0000001900e-03,9.0000003576e-02,1.4000000060e-01,5.9999998659e-02,9.1999998093e+00,2.7789999390e+02,1.6539999390e+02,1.1848630212e+00,2.2987012945e-01,1.8219119234e-01,4.9000000954e+00,7.9999998212e-02,7.9999998212e-02,0,1.5586820984e+02,-9.0224397182e-01,1.5799359131e+02,-1.0198147774e+01,4.5279998779e+02
 200,          "42 Dra b",1.1900000572e+00,9.9999997765e-03,9.9999997765e-03,3.7999999523e-01,5.9999998659e-02,5.9999998659e-02,2.1869999695e+02,1.0600000381e+01,1.0600000381e+01,1.1426530789e+00,2.0270388495e-01,1.8127679401e-01,2.2030000687e+01,1.0000000000e+00,1.0000000000e+00,0,2.7649639893e+02,6.5563484192e+01,3.4226708984e+02,8.7183387756e+01,4.7910000610e+02
 201,          "47 UMa c",3.5999999046e+00,1.0000000149e-01,1.0000000149e-01,9.7999997437e-02,4.6999998391e-02,9.6000000834e-02,2.9500000000e+02,1.1400000000e+02,1.6000000000e+02,1.2499788366e+00,2.5780394783e-01,2.1157870314e-01,1.2300000191e+00,6.1500000954e-01,6.1500000954e-01,0,1.6486656189e+02,4.0430255890e+01,1.4906985474e+02,3.1061607361e+01,2.3910000000e+03
 202,          "47 UMa d",1.1600000381e+01,2.0999999046e+00,2.0999999046e+00,1.5999999642e-01,9.0000003576e-02,1.5999999642e-01,1.1000000000e+02,1.3200000000e+02,1.6000000000e+02,1.2127300631e+00,2.2956088554e-01,2.0144692751e-01,1.2300000191e+00,6.1500000954e-01,6.1500000954e-01,0,1.6486656189e+02,4.0430255890e+01,1.4906985474e+02,3.1061607361e+01,1.4002000000e+04
 203,          "55 Cnc b",1.1522699893e-01,9.9999999748e-07,9.9999999748e-07,3.4000000451e-03,3.1999999192e-03,3.1999999192e-03,9.8000000000e+01,5.3000000000e+01,5.3000000000e+01,1.2254855752e+00,2.3645420249e-01,1.8594441835e-01,9.3999999762e-01,9.9999997765e-03,9.9999997765e-03,0,1.3314921570e+02,2.8330818176e+01,1.2773245239e+02,1.0367085457e+01,1.4651519775e+01
 204,          "55 Cnc c",2.4137599766e-01,2.5999999707e-05,2.5999999707e-05,1.9999999553e-02,3.0999999493e-02,3.0999999493e-02,5.1000000000e+01,8.4000000000e+01,8.4000000000e+01,7.3887268554e-01,3.1974316168e-01,2.0486601726e-01,9.3999999762e-01,9.9999997765e-03,9.9999997765e-03,0,1.3314921570e+02,2.8330818176e+01,1.2773245239e+02,1.0367085457e+01,4.4417499542e+01
 205,          "55 Cnc e",1.5440000221e-02,9.0000001364e-05,9.0000001364e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.4843862523e-01,1.0492804800e-01,7.0536783985e-02,9.3999999762e-01,9.9999997765e-03,9.9999997765e-03,1,1.3314921570e+02,2.8330818176e+01,1.2773245239e+02,1.0367085457e+01,7.3653900623e-01
 206,          "55 Cnc f",7.8799998760e-01,1.0000000475e-03,1.0000000475e-03,3.0500000715e-01,7.5000002980e-02,7.5000002980e-02,1.6600000000e+02,1.5000000000e+01,1.5000000000e+01,6.6536173944e-01,2.6871307605e-01,1.8262732131e-01,9.3999999762e-01,9.9999997765e-03,9.9999997765e-03,0,1.3314921570e+02,2.8330818176e+01,1.2773245239e+02,1.0367085457e+01,2.6200000000e+02
 207,          "61 Vir b",5.0200998783e-02,4.9999998737e-06,4.9999998737e-06,1.1999999732e-01,1.0999999940e-01,1.0999999940e-01,1.0500000000e+02,5.4000000000e+01,5.4000000000e+01,1.8483157221e-01,8.0282588435e-02,4.9425353107e-02,9.5999997854e-01,9.9999997765e-03,9.9999997765e-03,0,1.9960131836e+02,-1.8311195374e+01,2.0500720215e+02,-9.2978086472e+00,4.2150001526e+00
 208,          "61 Vir c",2.1750000119e-01,9.9999997474e-05,9.9999997474e-05,1.4000000060e-01,5.9999998659e-02,5.9999998659e-02,3.4100000000e+02,3.8000000000e+01,3.8000000000e+01,3.8715027269e-01,1.7735754733e-01,1.0972734768e-01,9.5999997854e-01,9.9999997765e-03,9.9999997765e-03,0,1.9960131836e+02,-1.8311195374e+01,2.0500720215e+02,-9.2978086472e+00,3.8020999908e+01
 209,          "70 Vir b",4.7999998927e-01,9.9999997765e-03,9.9999997765e-03,4.0000000596e-01,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1176159263e+00,2.0354289422e-01,1.6541854211e-01,1.8400000334e+00,2.9999999329e-02,2.9999999329e-02,0,2.0210754395e+02,1.3778787613e+01,1.9497082520e+02,2.1340774536e+01,1.1668840027e+02
 210,          "81 Cet b",2.5000000000e+00,2.5000000000e-01,2.5000000000e-01,2.0600000024e-01,2.8999999166e-02,2.8999999166e-02,1.7500000000e+02,6.9000000954e+00,6.9000000954e+00,1.1464017108e+00,1.9083179116e-01,1.8352061849e-01,1.1000000000e+01,2.0000000000e+00,1.0000000000e+00,0,3.9424167633e+01,-3.3961749077e+00,3.5893928528e+01,-1.7849554062e+01,9.5270001221e+02
 211,          "GJ 163 b",6.0699999332e-02,9.9999997474e-06,9.9999997474e-06,7.2999998927e-02,5.0000000745e-02,5.0000000745e-02,7.0699996948e+01,5.4599998474e+01,5.4599998474e+01,2.9380237213e-01,1.2562822294e-01,8.9096306016e-02,5.0518546091e-01,5.8328832042e-02,5.8328832042e-02,0,6.2315273285e+01,-5.3373699188e+01,3.0835617065e+01,-7.1166854858e+01,8.6318197250e+00
 212,          "GJ 163 c",1.2540000677e-01,9.9999997474e-05,9.9999997474e-05,9.8999999464e-02,8.6000002921e-02,8.6000002921e-02,2.2700000000e+02,7.9870002747e+01,7.9870002747e+01,2.2168375853e-01,8.6220062258e-02,6.8261518994e-02,5.0438417244e-01,5.8816430271e-02,5.8816430271e-02,0,6.2315273285e+01,-5.3373699188e+01,3.0835617065e+01,-7.1166854858e+01,2.5630580902e+01
 213,          "GJ 163 d",1.0304000378e+00,8.6000002921e-03,8.6000002921e-03,3.7299999595e-01,7.6999999583e-02,7.6999999583e-02,1.1830000305e+02,2.0500000000e+01,2.0500000000e+01,5.2439210060e-01,2.2504605198e-01,1.5015708785e-01,5.0404412697e-01,5.9310491541e-02,5.9310491541e-02,0,6.2315273285e+01,-5.3373699188e+01,3.0835617065e+01,-7.1166854858e+01,6.0395117188e+02
 214,          "GJ 317 b",1.1499999762e+00,5.0000000745e-02,5.0000000745e-02,1.0999999940e-01,5.0000000745e-02,5.0000000745e-02,3.4200000000e+02,1.0000000000e+01,1.0000000000e+01,1.1595287823e+00,2.1928472746e-01,1.8477063485e-01,4.7949220454e-01,6.1995960417e-02,6.1995960417e-02,0,1.3024673462e+02,-2.3456289291e+01,1.4075965881e+02,-4.0070148468e+01,6.9200000000e+02
 215,          "GJ 433 b",5.9999998659e-02,5.9999998659e-03,5.9999998659e-03,7.9999998212e-02,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.0737556989e-01,1.0952952255e-01,8.0431061099e-02,5.0000000000e-01,3.9999999106e-02,3.9999999106e-02,0,1.7386228943e+02,-3.2539970398e+01,1.8890046692e+02,-3.1961933136e+01,7.3709001541e+00
 216,          "GJ 436 b",2.9100000858e-02,1.5000000130e-03,1.5000000130e-03,1.3827000558e-01,1.8000000273e-04,1.8000000273e-04,3.5100000000e+02,2.9999999329e-02,2.9999999329e-02,4.4676893974e-01,1.8289114945e-01,1.3091066863e-01,4.6000000834e-01,1.9999999553e-02,1.9999999553e-02,1,1.7554621887e+02,2.6706569672e+01,1.6477369690e+02,2.2627727509e+01,2.6438832283e+00
 217,          "GJ 581 b",4.0610000491e-02,2.9999999242e-05,2.9999999242e-05,0.0000000000e+00,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,3.7204429722e-01,1.4985393983e-01,1.1639876934e-01,2.8999999166e-01,1.4499999583e-01,1.4499999583e-01,0,2.2986177063e+02,-7.7222800255e+00,2.2952162170e+02,1.0256543159e+01,5.3685998917e+00
 218,          "GJ 581 c",7.2099998593e-02,3.0000001425e-04,3.0000001425e-04,0.0000000000e+00,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.9734775392e-01,8.1286758952e-02,5.8542115600e-02,2.8999999166e-01,1.4499999583e-01,1.4499999583e-01,0,2.2986177063e+02,-7.7222800255e+00,2.2952162170e+02,1.0256543159e+01,1.2913999557e+01
 219,          "GJ 649 b",1.1349999905e+00,3.5000000149e-02,3.5000000149e-02,3.0000001192e-01,7.9999998212e-02,7.9999998212e-02,3.5200000000e+02,1.5000000000e+01,1.5000000000e+01,1.1172913434e+00,3.7980699912e-01,3.3221309960e-01,4.8128025135e-01,4.4313567904e-02,4.4313567904e-02,0,2.5453688049e+02,2.5744159698e+01,2.4894168091e+02,4.8059288025e+01,5.9829998779e+02
 220,        "GJ 667 C b",5.0500001758e-02,4.3999999762e-03,4.3999999762e-03,1.2999999523e-01,1.0000000149e-01,1.0999999940e-01,5.6999998093e+00,3.5429998779e+02,5.6999998093e+00,1.9358965978e-01,9.9816640869e-02,6.1109313095e-02,4.3243345821e-01,5.1390021355e-02,5.1390021355e-02,0,2.5974508667e+02,-3.4996826172e+01,2.6142987061e+02,-1.1862119675e+01,7.2003998756e+00
 221,        "GJ 667 C c",1.2500000000e-01,1.2000000104e-02,1.2000000104e-02,1.9999999553e-02,1.5000000596e-01,1.9999999553e-02,2.9220001221e+02,6.7800003052e+01,2.9220001221e+02,1.5480431437e-01,7.7128147090e-02,4.8902597887e-02,4.3238603300e-01,5.1789585676e-02,5.1789585676e-02,0,2.5974508667e+02,-3.4996826172e+01,2.6142987061e+02,-1.1862119675e+01,2.8139999390e+01
 222,        "GJ 667 C f",1.5600000322e-01,1.4000000432e-02,1.4000000432e-02,2.9999999329e-02,1.5999999642e-01,2.9999999329e-02,1.0309999847e+02,2.5689999390e+02,1.0309999847e+02,1.1828254592e-01,7.0803156043e-02,3.1319030825e-02,4.3199913681e-01,5.1846786479e-02,5.1846786479e-02,0,2.5974508667e+02,-3.4996826172e+01,2.6142987061e+02,-1.1862119675e+01,3.9026000977e+01
 223,        "GJ 667 C g",5.4900002480e-01,5.2000001073e-02,5.2000001073e-02,7.9999998212e-02,4.0999999642e-01,7.9999998212e-02,5.1599998474e+01,3.0839999390e+02,5.1599998474e+01,1.6007455988e-01,9.0621823965e-02,5.8467215352e-02,4.3069526361e-01,5.1791673654e-02,5.1791673654e-02,0,2.5974508667e+02,-3.4996826172e+01,2.6142987061e+02,-1.1862119675e+01,2.5620001221e+02
 224,        "GJ 676 A b",1.8200000525e+00,5.9999998659e-02,5.9999998659e-02,3.3000001311e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1445957263e+00,2.1341932208e-01,1.9191951931e-01,6.8999999762e-01,7.0000000298e-02,7.0000000298e-02,0,2.6254669189e+02,-5.1636978149e+01,2.6475204468e+02,-2.8333379745e+01,1.0568000488e+03
 225,        "GJ 676 A d",4.0955862388e-02,4.2252837066e-03,4.2252837066e-03,2.6199999452e-01,9.0000003576e-02,1.0100000352e-01,-4.8700000763e+01,1.3800000191e+01,1.6299999237e+01,1.6911311123e-01,7.3457408845e-02,5.0328669830e-02,6.8999999762e-01,7.0000000298e-02,7.0000000298e-02,0,2.6254669189e+02,-5.1636978149e+01,2.6475204468e+02,-2.8333379745e+01,3.6005001068e+00
 226,          "GJ 687 b",1.7000000179e-01,9.9999997765e-03,9.9999997765e-03,3.9999999106e-02,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,3.9713436902e-01,1.8182081811e-01,1.1109995702e-01,4.3000000715e-01,2.9999999329e-02,2.9999999329e-02,0,2.6410791016e+02,6.8339141846e+01,1.3909896851e+02,8.7126487732e+01,3.8139999390e+01
 227,          "GJ 832 c",1.6300000250e-01,6.0000000522e-03,6.0000000522e-03,1.8000000715e-01,1.2999999523e-01,1.2999999523e-01,1.0000000000e+01,4.7000000000e+01,4.7000000000e+01,1.9577778374e-01,8.5144681365e-02,5.8186930784e-02,5.7543236579e-01,3.3838827689e-01,3.3838827689e-01,0,3.2339157104e+02,-4.9009006500e+01,3.0861926270e+02,-3.2474922180e+01,3.5680000305e+01
 228,          "GJ 849 b",2.3499999046e+00,2.1999999881e-01,2.1999999881e-01,3.9999999106e-02,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2245692911e+00,2.2819052453e-01,1.9619917483e-01,5.2999997139e-01,5.0000000745e-02,5.0000000745e-02,0,3.3241812134e+02,-4.6407289505e+00,3.3271948242e+02,6.2773928642e+00,1.8820000000e+03
 229,          "GJ 876 c",1.2959000468e-01,2.4000000849e-05,2.4000000849e-05,2.5591000915e-01,9.2999998014e-04,9.2999998014e-04,4.8759998322e+01,6.9999998808e-01,6.9999998808e-01,1.2442132172e+00,2.4090111149e-01,2.0057590876e-01,3.0000001192e-01,1.5000000596e-01,1.5000000596e-01,0,3.4331973267e+02,-1.4263699532e+01,3.3916921997e+02,-6.6266617775e+00,3.0088100433e+01
 230,          "GJ 876 d",2.0806999877e-02,2.0806999877e-03,2.0806999877e-03,2.0700000226e-01,5.4999999702e-02,5.4999999702e-02,2.3400000000e+02,2.0000000000e+01,2.0000000000e+01,2.2065915120e-01,8.4089262457e-02,6.3582168367e-02,3.0000001192e-01,1.5000000596e-01,1.5000000596e-01,0,3.4331973267e+02,-1.4263699532e+01,3.3916921997e+02,-6.6266617775e+00,1.9377800226e+00
 231,         "GJ 3021 b",4.9000000954e-01,4.9000000954e-02,4.9000000954e-02,5.1099997759e-01,1.7000000924e-02,1.7000000924e-02,2.9070001221e+02,3.0000000000e+00,3.0000000000e+00,1.1507998237e+00,2.2280322356e-01,1.8086746497e-01,8.9999997616e-01,4.4999998808e-01,4.4999998808e-01,0,4.0528230667e+00,-7.9851181030e+01,2.9481506348e+02,-6.5241401672e+01,1.3371000671e+02
 232,         "GJ 3293 b",1.4338999987e-01,2.9999999242e-05,2.9999999242e-05,5.9999998659e-02,3.9999999106e-02,3.9999999106e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,4.7412584361e-01,1.6799766264e-01,1.4369496337e-01,4.0000000596e-01,2.9999999329e-02,2.9999999329e-02,0,6.7148818970e+01,-2.5169300079e+01,5.9472877502e+01,-4.6216159821e+01,3.0598699570e+01
 233,         "GJ 3293 c",3.6175000668e-01,4.7999998787e-04,4.7999998787e-04,1.0999999940e-01,1.0000000149e-01,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,4.3028692004e-01,1.8145740528e-01,1.2878351207e-01,4.0000000596e-01,2.9999999329e-02,2.9999999329e-02,0,6.7148818970e+01,-2.5169300079e+01,5.9472877502e+01,-4.6216159821e+01,1.2261959839e+02
 234,         "GJ 3341 b",8.9000001550e-02,8.9000001550e-03,8.9000001550e-03,3.1000000238e-01,1.0999999940e-01,1.0999999940e-01,4.2319999695e+01,4.3000001907e+00,4.3000001907e+00,2.2193255764e-01,9.2859422369e-02,7.0250518986e-02,4.3999999762e-01,2.9999999329e-02,2.9999999329e-02,0,7.8944664001e+01,-3.1295951843e+01,7.3767616272e+01,-5.4114028931e+01,1.4206999779e+01
 235,        "HD 81688 b",8.1000000238e-01,8.1000000238e-02,8.1000000238e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1584127506e+00,2.1179984039e-01,1.8629498581e-01,1.3000000000e+01,6.5000000000e+00,6.5000000000e+00,0,1.4216662598e+02,4.5601482391e+01,1.2918310547e+02,2.9001380920e+01,1.8402000427e+02
 236,       "HD 101930 b",3.0000001192e-01,9.9999997765e-03,9.9999997765e-03,1.0999999940e-01,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.3437883437e-01,4.0079149230e-01,2.8471087139e-01,8.6000001431e-01,1.9999999553e-02,1.9999999553e-02,0,1.7587545776e+02,-5.8006885529e+01,2.0977987671e+02,-5.2493606567e+01,7.0459999084e+01
 237,        "HD 82943 c",7.4344998598e-01,1.1999999697e-04,1.1999999697e-04,3.6629998684e-01,9.7000002861e-03,9.7000002861e-03,1.1719999695e+02,1.7000000477e+00,1.7000000477e+00,1.1973186046e+00,2.0007348578e-01,1.9016623132e-01,1.2107218801e+00,6.5345435267e-01,6.5345435267e-01,0,1.4371139526e+02,-1.2129546165e+01,1.5042010498e+02,-2.5021198273e+01,2.2007800293e+02
 238,        "HD 82886 b",1.5800000429e+00,7.9999998212e-02,7.9999998212e-02,7.0000000298e-02,1.7000000179e-01,1.7000000179e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1803998820e+00,2.1673915499e-01,1.9380270130e-01,5.2600002289e+00,3.1000000238e-01,3.1000000238e-01,0,1.4393826294e+02,3.4780742645e+01,1.3471919250e+02,1.9332263947e+01,7.0500000000e+02
 239,        "HD 83443 b",3.9999999106e-02,3.9999999106e-03,3.9999999106e-03,9.9999997765e-03,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1553072406e+00,4.0324042994e-01,3.3414541992e-01,9.3999999762e-01,1.9999999553e-02,1.9999999553e-02,0,1.4429928589e+02,-4.3272205353e+01,1.6879182434e+02,-5.2931205750e+01,2.9856998920e+00
 240,        "HD 85512 b",2.5999999046e-01,2.5999999046e-02,2.5999999046e-02,1.0999999940e-01,1.0000000149e-01,1.0000000149e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.4123546303e-01,6.5469347171e-02,3.7420145843e-02,7.0999997854e-01,1.9999999553e-02,1.9999999553e-02,0,1.4777938843e+02,-4.3502788544e+01,1.7248054504e+02,-5.1759613037e+01,5.8430000305e+01
 241,        "HD 86081 b",2.9999999329e-02,2.9999999329e-03,2.9999999329e-03,9.9999997765e-03,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1819937656e+00,2.1882039904e-01,1.7741185178e-01,1.5800000429e+00,3.9999999106e-02,3.9999999106e-02,0,1.4902465820e+02,-3.8084220886e+00,1.5253196716e+02,-1.5379503250e+01,2.1375000477e+00
 242,        "HD 86226 b",2.8399999142e+00,5.9999998659e-02,5.9999998659e-02,1.5000000596e-01,9.0000003576e-02,9.0000003576e-02,1.9300000000e+02,6.1000000000e+01,6.1000000000e+01,1.2115741142e+00,2.4304029492e-01,1.8236637397e-01,1.0199999809e+00,2.9999999329e-02,2.9999999329e-02,0,1.4912435913e+02,-2.4099390030e+01,1.6115708923e+02,-3.4122528076e+01,1.6950000000e+03
 243,        "HD 87883 b",3.5799999237e+00,1.0000000149e-01,1.0000000149e-01,5.2999997139e-01,1.1999999732e-01,1.1999999732e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2043067001e+00,2.2085562490e-01,1.7961141638e-01,7.9000002146e-01,2.9999999329e-02,2.9999999329e-02,0,1.5217974854e+02,3.4242259979e+01,1.4168098450e+02,2.1272058487e+01,2.7540000000e+03
 244,        "HD 88133 b",5.0000000745e-02,5.0000000745e-03,5.0000000745e-03,1.2999999523e-01,7.0000000298e-02,7.0000000298e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0649505752e+00,3.7664533535e-01,3.1737971381e-01,2.0099999905e+00,3.9999999106e-02,3.9999999106e-02,0,1.5253198242e+02,1.8186870575e+01,1.4802572632e+02,6.4335999489e+00,3.4158699512e+00
 245,        "HD 89744 b",9.1799998283e-01,9.9999997765e-03,9.9999997765e-03,6.7299997807e-01,7.0000002161e-03,7.0000002161e-03,1.9510000610e+02,1.0000000000e+00,1.0000000000e+00,1.1014342909e+00,2.1407278600e-01,1.7563242279e-01,1.1669468311e+00,2.2948479343e-02,2.2948479343e-02,0,1.5554400635e+02,4.1229530334e+01,1.4133258057e+02,2.8740385056e+01,2.5677999878e+02
 246,        "HD 90156 b",2.5000000000e-01,4.0000001900e-03,4.0000001900e-03,3.1000000238e-01,1.0000000149e-01,1.0000000149e-01,1.1300000000e+02,1.8000000000e+01,1.8000000000e+01,3.9302977488e-01,1.4684397610e-01,1.0656783489e-01,8.7191427471e-01,4.8587886515e-02,4.8587886515e-02,0,1.5598031616e+02,-2.9645528793e+01,1.7085289001e+02,-3.6479675293e+01,4.9770000458e+01
 247,        "HD 93083 b",4.7699999809e-01,4.7699999809e-02,4.7699999809e-02,1.4000000060e-01,2.9999999329e-02,2.9999999329e-02,3.3350000000e+02,7.9000000954e+00,7.9000000954e+00,1.1908199775e+00,3.9823608555e-01,3.3850432383e-01,1.0500154700e+00,2.3612014630e-01,2.3612014630e-01,0,1.6108714294e+02,-3.3577022552e+01,1.7798214722e+02,-3.7940193176e+01,1.4358000183e+02
 248,        "HD 95127 b",1.2799999714e+00,7.9999998212e-02,7.9999998212e-02,1.0999999940e-01,1.0000000149e-01,1.0000000149e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0985099433e+00,2.2595326145e-01,1.7503703586e-01,4.1009998322e+01,1.8219999313e+01,1.8219999313e+01,0,1.6489619446e+02,4.3814464569e+01,1.4726205444e+02,3.4083812714e+01,4.8200000000e+02
 249,        "HD 96063 b",9.9000000954e-01,2.9999999329e-02,2.9999999329e-02,2.9999999329e-02,0.0000000000e+00,0.0000000000e+00,3.0000000000e+01,1.0000000000e+02,1.0000000000e+02,1.2165759027e+00,2.3382637808e-01,1.7548124395e-01,4.5000000000e+00,1.0000000149e-01,1.0000000149e-01,0,1.6618522644e+02,-2.5132179260e+00,1.6827052307e+02,-7.7657251358e+00,3.6110000610e+02
 250,        "HD 96167 b",1.3500000238e+00,3.9999999106e-02,3.9999999106e-02,7.0999997854e-01,3.9999999106e-02,3.9999999106e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2300464792e+00,2.3884152584e-01,1.8365755286e-01,1.8500000238e+00,5.0000000745e-02,5.0000000745e-02,0,1.6631278992e+02,-1.0291300774e+01,1.7151943970e+02,-1.4863615990e+01,4.9889999390e+02
 251,        "HD 97658 b",8.4124271168e-02,4.8405949013e-03,4.8405949013e-03,5.9999998659e-02,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.6792338121e-01,1.1140176203e-01,7.2802447558e-02,7.4000000954e-01,9.9999997765e-03,9.9999997765e-03,1,1.6863818359e+02,2.5710384369e+01,1.5920747375e+02,1.9112174988e+01,9.4909000397e+00
 252,        "HD 98219 b",1.3200000525e+00,2.9999999329e-02,2.9999999329e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1798273840e+00,2.2071921811e-01,1.7460716984e-01,3.8499999046e+00,1.5000000596e-01,1.5000000596e-01,0,1.6944813538e+02,-2.3975414276e+01,1.8051770020e+02,-2.6063825607e+01,4.3689999390e+02
 253,        "HD 99109 b",1.1100000143e+00,1.9999999553e-02,1.9999999553e-02,9.0000003576e-02,1.1999999732e-01,1.1999999732e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2144032059e+00,3.0541944937e-01,2.5236640090e-01,9.8000001907e-01,1.9999999553e-02,1.9999999553e-02,0,1.7107232666e+02,-1.5290759802e+00,1.7240275574e+02,-4.9444808960e+00,4.3929998779e+02
