#name,ra,dec,elon,tau,elat,c1s1,c1s2,c1s3,c1s4,c1s5,c1s6,c1s7,c1s8,c1s9,c1s10,c1s11,c1s12,c1s13,c2s1,c2s2,c2s3,c2s4,c2s5,c2s6,c2s7,c2s8,c2s9,c2s10,c2s11,c2s12,c2s13
          "GJ 649 b",254.53688049,25.744159698,248.94168091,48.059288025,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
        "GJ 667 C b",259.74508667,-34.996826172,261.42987061,-11.862119675,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "GJ 667 C c",259.74508667,-34.996826172,261.42987061,-11.862119675,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "GJ 667 C f",259.74508667,-34.996826172,261.42987061,-11.862119675,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "GJ 667 C g",259.74508667,-34.996826172,261.42987061,-11.862119675,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "GJ 676 A b",262.54669189,-51.636978149,264.75204468,-28.333379745,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "GJ 676 A d",262.54669189,-51.636978149,264.75204468,-28.333379745,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 687 b",264.10791016,68.339141846,139.09896851,87.126487732,297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,4,4
          "GJ 832 c",323.39157104,-49.0090065,308.6192627,-32.47492218,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 849 b",332.41812134,-4.6407289505,332.71948242,6.2773928642,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
          "GJ 876 c",343.31973267,-14.263699532,339.16921997,-6.6266617775,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 876 d",343.31973267,-14.263699532,339.16921997,-6.6266617775,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3021 b",4.0528230667,-79.85118103,294.81506348,-65.241401672,27.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3293 b",67.14881897,-25.169300079,59.472877502,-46.216159821,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3293 c",67.14881897,-25.169300079,59.472877502,-46.216159821,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3341 b",78.944664001,-31.295951843,73.767616272,-54.114028931,54.0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 81688 b",142.16662598,45.601482391,129.18310547,29.00138092,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
       "HD 101930 b",175.87545776,-58.006885529,209.77987671,-52.493606567,54.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 82943 c",143.71139526,-12.129546165,150.42010498,-25.021198273,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 82886 b",143.93826294,34.780742645,134.7191925,19.332263947,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
        "HD 83443 b",144.29928589,-43.272205353,168.79182434,-52.93120575,27.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 85512 b",147.77938843,-43.502788544,172.48054504,-51.759613037,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 86081 b",149.0246582,-3.8084220886,152.53196716,-15.37950325,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 86226 b",149.12435913,-24.09939003,161.15708923,-34.122528076,27.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 87883 b",152.17974854,34.242259979,141.6809845,21.272058487,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
        "HD 88133 b",152.53198242,18.186870575,148.02572632,6.4335999489,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
        "HD 89744 b",155.54400635,41.229530334,141.33258057,28.740385056,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
        "HD 90156 b",155.98031616,-29.645528793,170.85289001,-36.479675293,27.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 93083 b",161.08714294,-33.577022552,177.98214722,-37.940193176,27.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 95127 b",164.89619446,43.814464569,147.26205444,34.083812714,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
        "HD 96063 b",166.18522644,-2.513217926,168.27052307,-7.7657251358,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 96167 b",166.31278992,-10.291300774,171.5194397,-14.86361599,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 97658 b",168.63818359,25.710384369,159.20747375,19.112174988,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 98219 b",169.44813538,-23.975414276,180.5177002,-26.063825607,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 99109 b",171.07232666,-1.5290759802,172.40275574,-4.944480896,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 99492 b",171.69282532,3.0063281059,171.18502808,-0.53132802248,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 99706 b",172.12588501,43.966579437,152.7868042,36.707458496,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
       "HD 100655 b",173.76564026,20.441545486,165.99775696,16.257541656,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HD 100777 b",173.9646759,-4.7556967735,176.35368347,-6.7619719505,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "91 Aqr b",348.97290039,-9.0877370834,346.30865479,-4.0015921593,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "alf Ari b",31.793363571,23.462423325,37.662490845,9.9651136398,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
         "bet Cnc b",124.12883759,9.1855449677,124.25732422,-10.287594795,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "eps Eri b",53.232685089,-9.4582624435,48.167762756,-27.715766907,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "eps CrB b",239.3968811,26.877880096,229.11791992,46.068645477,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
       "gam 1 Leo b",154.9931488,19.841487885,149.61505127,8.8148641586,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
         "gam Cep b",354.83688354,77.632278442,60.092906952,64.669807434,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
          "mu Leo b",148.19090271,26.006952286,141.43002319,12.348861694,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
          "nu Oph b",269.75662231,-9.7736320496,269.75317383,13.66545105,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
         "ome Ser b",237.57310486,2.1965088844,234.76530457,21.75705719,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
         "omi UMa b",127.56612396,60.718170166,112.99581146,40.243400574,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
         "tau Gem b",107.78488159,30.245162964,105.44431305,7.754447937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "ups And b",24.199344635,41.405460358,38.550201416,28.980316162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "ups And d",24.199344635,41.405460358,38.550201416,28.980316162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "xi Aql b",298.56201172,8.4614515305,302.63305664,28.722431183,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 175607 b",285.27285767,-66.192680359,278.38702393,-43.197479248,27.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 219134 f",348.32073975,57.168354034,23.742752075,54.546604156,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
       "HD 219134 g",348.32073975,57.168354034,23.742752075,54.546604156,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
       "HD 219134 h",348.32073975,57.168354034,23.742752075,54.546604156,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
         "GJ 3634 b",164.64624023,-31.143989563,179.84802246,-34.378376007,27.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "BD+48 738 b",40.710224152,49.586959839,54.573322296,32.03024292,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
       "BD+49 828 b",45.640529633,49.730010986,58.151802063,31.078590393,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
       "HD 114729 b",198.18440247,-31.873348236,209.32362366,-22.274921417,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 102117 b",176.21025085,-58.703708649,210.75195312,-52.905216217,54.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 102195 b",176.42622375,2.8214828968,175.60011292,1.1687730551,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 102272 b",176.59806824,14.123986244,171.20001221,11.595111847,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HD 102329 b",176.6943512,3.4742929935,175.58651733,1.8742159605,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 102956 b",177.84379578,57.640735626,146.46472168,50.084793091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 103197 b",178.2207489,-50.292823792,204.26268005,-45.538982391,27.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 103720 b",179.17160034,-2.7789530754,180.34628296,-2.8789710999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 104067 b",179.79170227,-20.353780746,188.20730591,-18.691387177,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 104985 b",181.31298828,76.905731201,120.62030792,63.597354889,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
       "HD 106270 b",183.40534973,-9.5133810043,186.92030334,-7.3734869957,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     "HD 106515 A b",183.77735901,-7.2573270798,186.35317993,-5.1582112312,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 108147 b",186.44277954,-64.022087097,222.77366638,-53.632587433,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 108341 b",186.88079834,-71.422973633,232.49186707,-58.70407486,54.0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 108874 b",187.61201477,22.879829407,177.32388306,23.907566071,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HD 108874 c",187.61201477,22.879829407,177.32388306,23.907566071,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HD 109246 b",188.029953,74.489547729,127.18678284,64.01750946,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
       "HD 109271 c",188.39814758,-11.621868134,192.30619812,-7.3496260643,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 109749 b",189.3182373,-40.812114716,206.50247192,-33.428878784,27.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 111232 b",192.21563721,-68.42514801,230.8405304,-55.310874939,27.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 113538 b",196.23948669,-52.4429245,218.8710022,-41.263618469,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 113538 c",196.23948669,-52.4429245,218.8710022,-41.263618469,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 114386 b",197.66592407,-35.054782867,210.3323822,-25.350160599,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 114762 b",198.08226013,17.517122269,189.50837708,23.196840286,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
        "BD-17 63 b",7.1429419518,-16.226345062,359.90304565,-17.689941406,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "BD-13 2130 b",114.28845978,-13.906639099,119.14064789,-34.921188354,27.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "BD-11 4672 b",278.37014771,-11.63603878,278.36785889,11.5604496,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
      "BD-08 2823 b",150.19883728,-9.5166797638,155.83779907,-20.283332825,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "BD-08 2823 c",150.19883728,-9.5166797638,155.83779907,-20.283332825,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "BD-06 1339 b",88.251182556,-5.9948439598,88.003112793,-29.422014236,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "BD+14 4559 b",318.39996338,14.689387321,325.97531128,29.216882706,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
      "BD+15 2940 b",240.0955658,15.546930313,233.938797,35.317752838,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
       "BD+20 274 b",25.920324326,21.005313873,31.621665955,9.5874929428,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
      "BD+20 2457 b",154.18690491,19.89140892,148.88206482,8.5857620239,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
       "HD 164595 b",270.16204834,29.571922302,270.23425293,53.011081696,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
         "HD 1461 c",4.6744480133,-8.0530014038,1.0628190041,-9.2432346344,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 204313 c",322.0508728,-21.726255417,317.49435425,-6.4528679848,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
           "GJ 86 b",32.608058929,-50.823722839,0.4275290072,-57.849082947,54.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 116029 b",200.1647644,24.648698807,188.10910034,30.48195076,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
       "HD 117207 b",202.33796692,-35.570995331,214.39370728,-24.251218796,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 120084 b",205.66334534,78.064437866,121.26596832,68.951118469,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0
       "HD 121504 b",209.32182312,-56.040042877,230.02316284,-40.705345154,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 125612 b",215.22297668,-17.481521606,218.69885254,-3.2552421093,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 125612 c",215.22297668,-17.481521606,218.69885254,-3.2552421093,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 126614 b",216.70117188,-5.1777801514,216.08666992,8.8564081192,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
       "HD 128311 b",219.00233459,9.7465181351,213.22891235,23.706315994,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
       "HD 128311 c",219.00233459,9.7465181351,213.22891235,23.706315994,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
       "HD 129445 b",221.51277161,-68.762748718,245.34835815,-49.435592651,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 130322 b",221.8863678,-0.28147599101,219.53764343,15.133419037,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
       "HD 131496 b",223.34594727,18.235401154,214.44110107,33.121959686,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
       "HD 132406 b",224.22770691,53.382167816,188.31240845,64.408256531,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
       "HD 132563 b",224.58966064,44.043148041,200.01309204,56.988628387,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
       "HD 131664 b",225.02531433,-73.535339355,250.49131775,-53.140258789,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 134987 b",228.3694458,-25.309347153,232.75765991,-7.0913062096,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 136418 b",229.77575684,41.733207703,208.16094971,56.864440918,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
     "HD 137388 A b",233.91636658,-80.204589844,259.05459595,-58.148124695,54.0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 141937 b",238.07312012,-18.436065674,239.87269592,1.7263469696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 142245 b",238.23449707,15.430707932,231.85263062,34.758605957,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
       "HD 145457 b",242.51631165,26.742750168,233.04841614,46.718360901,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
     "HD 142022 A b",242.56259155,-84.231613159,264.46151733,-61.324783325,54.0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 145377 b",242.90185547,-27.078172684,245.93791199,-5.8743071556,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 147018 b",245.75061035,-61.688762665,255.38400269,-39.47429657,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 32963 b",76.98235321,26.327962875,78.331733704,3.4144239426,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "TYC 3667-1280-1 b",12.88734436,58.426166534,41.149650574,47.325057983,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
       "HD 147513 b",246.00537109,-39.19298172,250.72032166,-17.346126556,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 166724 b",273.49865723,-42.575374603,272.72692871,-19.169195175,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 148156 b",247.07200623,-46.317623138,252.83840942,-24.235019684,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 149026 b",247.62341309,38.347309113,234.50035095,59.059608459,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
       "HD 149143 b",248.21270752,2.084831953,246.09721375,23.734304428,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
       "HD 150706 b",247.82327271,79.789772034,105.52403259,75.522727966,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0
       "HD 152581 b",253.43159485,11.9737463,250.26817322,34.28503418,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
       "HD 153950 b",256.12863159,-43.309768677,259.27435303,-20.385587692,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 154672 b",257.52047729,-56.449268341,261.77868652,-33.365585327,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 154857 b",257.81552124,-56.680797577,262.00085449,-33.579353333,27.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 155358 b",257.39422607,33.355854034,250.99165344,55.966339111,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
       "HD 155358 c",257.39422607,33.355854034,250.99165344,55.966339111,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
       "HD 156411 b",259.96417236,-48.549320221,262.66525269,-25.365236282,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 156668 b",259.41870117,29.227226257,254.87364197,52.11233139,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
       "HD 156846 b",260.14294434,-19.333745956,260.68338013,3.7873210907,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 159243 b",263.33978271,5.7007331848,262.42019653,28.964948654,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
       "HD 159243 c",263.33978271,5.7007331848,262.42019653,28.964948654,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
       "HD 159868 c",264.74801636,-43.145515442,265.93005371,-19.780395508,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 160691 b",266.03625488,-51.83405304,267.21578979,-28.433063507,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 160691 d",266.03625488,-51.83405304,267.21578979,-28.433063507,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 160691 e",266.03625488,-51.83405304,267.21578979,-28.433063507,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 162020 b",267.65982056,-40.318347931,268.13540649,-16.894201279,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 163607 c",268.41873169,56.391956329,265.04998779,79.804069519,351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4
       "HD 164509 b",270.38012695,0.10455600172,270.41464233,23.543300629,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
       "HD 164922 b",270.62860107,26.313001633,270.87210083,49.750389099,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
       "HD 168443 b",275.01638794,-9.5957221985,275.09243774,13.754937172,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
