#name,ra,dec,elon,tau,elat,c1s1,c1s2,c1s3,c1s4,c1s5,c1s6,c1s7,c1s8,c1s9,c1s10,c1s11,c1s12,c1s13,c2s1,c2s2,c2s3,c2s4,c2s5,c2s6,c2s7,c2s8,c2s9,c2s10,c2s11,c2s12,c2s13
       "HD 168443 c",275.01638794,-9.5957221985,275.09243774,13.754937172,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
       "HD 168746 b",275.45742798,-11.922683716,275.4473877,11.413470268,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
       "HD 169830 c",276.95617676,-29.816865921,276.07110596,-6.5240559578,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 170469 b",277.29574585,11.695502281,278.72253418,34.914146423,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
       "HD 171238 b",278.68197632,-28.072313309,277.68188477,-4.8642449379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 173416 b",280.90045166,36.556606293,287.33114624,59.341804504,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
       "HD 175167 b",285.003479,-69.944244385,277.46466064,-46.893447876,27.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 177830 b",286.33654785,25.920660019,292.26242065,48.105190277,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
       "HD 177830 c",286.33654785,25.920660019,292.26242065,48.105190277,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
       "HD 179079 b",287.79095459,-2.6383850574,288.90960693,19.640615463,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
       "HD 179949 b",288.88845825,-24.179351807,287.18640137,-1.8599740267,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 180314 b",288.709198,31.860349655,297.28808594,53.541572571,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
       "HD 181342 b",290.26763916,-23.619571686,288.51126099,-1.4733359814,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 181433 b",291.28985596,-66.468795776,281.60308838,-43.884979248,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 181433 d",291.28985596,-66.468795776,281.60308838,-43.884979248,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 181720 b",290.72076416,-32.919055939,287.59564209,-10.736813545,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 183263 b",292.10238647,8.3580541611,295.42214966,29.867465973,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 212301 b",336.87884521,-77.717926025,292.80404663,-59.684127808,54.0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 213240 b",337.75152588,-49.433269501,318.73828125,-36.799671173,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 215497 c",341.65313721,-56.599533081,316.77703857,-44.189079285,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 216435 b",343.40805054,-48.598285675,323.34570312,-37.812286377,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 216536 b",343.26660156,44.477752686,7.5207591057,46.430221558,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
       "HD 216770 b",343.9737854,-26.658763885,334.76477051,-18.270832062,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 141399 d",236.72422791,46.986263275,211.83792114,63.859420776,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
       "HD 141399 e",236.72422791,46.986263275,211.83792114,63.859420776,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
      "Kepler-407 c",286.03634644,49.614505768,303.70394897,71.182304382,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3
       "HD 219134 b",348.32073975,57.168354034,23.742752075,54.546604156,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
       "HD 219134 c",348.32073975,57.168354034,23.742752075,54.546604156,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
       "HD 219134 d",348.32073975,57.168354034,23.742752075,54.546604156,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
          "Pr0211 c",130.54788208,19.277044296,127.85971069,1.0075659752,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "Kepler-424 c",298.62487793,48.577453613,323.49880981,66.777496338,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
       "Kepler-68 d",291.03231812,49.040271759,312.03396606,69.429039001,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3
       "Kepler-94 c",281.19473267,47.497146606,292.61880493,70.058830261,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
"NGC 2682 YBP 1514 b,132.75318909,11.886529922,131.86843872,-5.5572972298,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGC 2682 YBP 401 b",132.82936096,11.671019554,131.99935913,-5.7444620132,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "Pr0201 b",130.43260193,20.226890564,127.50936127,1.8971290588,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGC 2682 YBP 1194 b,132.75335693,11.814655304,131.88819885,-5.6264300346,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGC 2682 Sand 364 b,132.48675537,11.692483902,131.66891479,-5.8146948814,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    "NGC 4349 127 b",186.14781189,-61.82000351,220.21763611,-52.056186676,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "Pr0211 b",130.54788208,19.277044296,127.85971069,1.0075659752,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 191806 b",302.36795044,52.276329041,334.03488159,68.633384705,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
       "HD 214823 b",340.08279419,31.787593842,355.98217773,36.761539459,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
       "HD 221585 b",353.22518921,63.155483246,34.312732697,57.118972778,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
       "HD 219828 c",349.69473267,18.645719528,358.25869751,21.146738052,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "alf Tau b",68.980163574,16.509302139,69.7891922,-5.4673271179,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  "TYC 1422-614-1 b",154.27780151,19.55847168,149.08459473,8.3064088821,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
  "TYC 1422-614-1 c",154.27780151,19.55847168,149.08459473,8.3064088821,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
          "WASP-8 c",359.90029907,-35.031391144,344.33392334,-31.741714478,27.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3998 b",259.00265503,11.057665825,256.94827271,34.000026703,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
         "GJ 3998 c",259.00265503,11.057665825,256.94827271,34.000026703,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
     "Proxima Cen b",217.42895508,-62.679485321,239.11465454,-44.763309479,54.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "GJ 676 A c",262.54669189,-51.636978149,264.75204468,-28.333379745,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "GJ 676 A e",262.54669189,-51.636978149,264.75204468,-28.333379745,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 876 b",343.31973267,-14.263699532,339.16921997,-6.6266617775,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 30177 c",70.476554871,-58.020755768,34.261444092,-77.634170532,270.0,0,4,4,3,4,4,0,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 4732 c",12.308116913,-24.136671066,1.016692996,-26.907550812,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "WASP-94 B b",313.78814697,-34.135520935,306.59298706,-16.091014862,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "V830 Tau b",68.291801453,24.562049866,70.320716858,2.5936551094,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 65891 b",202.6053009,-58.664356232,227.45765686,-44.760055542,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "HIP 107773 b",327.5005188,-64.712539673,302.28417969,-47.584392548,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     "HD 178911 B b",287.26293945,34.599849701,296.2507019,56.476600647,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
       "HD 180902 b",289.8237915,-23.55815506,288.11654663,-1.3570170403,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 181433 c",291.28985596,-66.468795776,281.60308838,-43.884979248,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 190647 b",301.83197021,-35.538631439,296.37582397,-14.968583107,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 192310 c",303.82244873,-27.032976151,299.97213745,-7.0446639061,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 196050 b",309.4654541,-60.634483337,294.18582153,-40.466609955,27.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 197037 b",309.8873291,42.248550415,331.88040161,57.436962128,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
        "HD 19994 b",48.19348526,-1.1961009502,45.382858276,-18.396461487,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 206610 b",325.85375977,-7.4082531929,325.59835815,5.9184398651,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 20794 c",49.981876373,-43.069782257,27.223466873,-58.111755371,54.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 208527 b",329.09994507,21.239858627,339.74981689,31.518802643,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
          "XO-2 S b",117.03117371,50.217556,109.33860016,28.577278137,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
          "XO-2 S c",117.03117371,50.217556,109.33860016,28.577278137,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
       "HD 210702 b",332.96386719,16.040550232,341.23156738,25.295532227,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
       "HD 215497 b",341.65313721,-56.599533081,316.77703857,-44.189079285,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 216437 b",343.66452026,-70.073707581,305.30020142,-55.530181885,27.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 217107 b",344.5647583,-2.3953850269,344.85913086,3.866341114,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 219077 b",348.5274353,-62.700004578,315.79586792,-51.169406891,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 219828 b",349.69473267,18.645719528,358.25869751,21.146738052,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 220773 b",351.61434937,8.6438446045,355.76074219,11.258813858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 224693 b",359.9743042,-22.428113937,350.65338135,-20.479761124,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 240210 b",347.62179565,57.029457092,23.095895767,54.698856354,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
        "HD 28185 b",66.609672546,-10.550821304,62.664634705,-31.797170639,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 285968 b",70.732406616,18.958171844,71.784591675,-3.2710020542,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 2952 b",8.2933111191,54.894985199,35.206459045,45.856365204,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
        "HD 30562 b",72.151603699,-5.6740450859,69.816970825,-27.871351242,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 31253 b",73.681892395,12.352201462,73.808357239,-10.174572945,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 33283 b",77.004219055,-26.797472,72.023452759,-49.42893219,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 37605 c",85.007209778,6.0605788231,84.799629211,-17.288627625,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 38801 b",86.996566772,-8.3276996613,86.5054245,-31.730564117,27.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 40307 c",88.517669678,-60.023471832,83.514335632,-83.429374695,324.0,4,4,4,4,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 40307 g",88.517669678,-60.023471832,83.514335632,-83.429374695,324.0,4,4,4,4,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
      "HD 41004 A b",89.956871033,-48.239692688,89.908622742,-71.678970337,81.0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 4203 c",11.171675682,20.448926926,18.385702133,14.378730774,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
         "HD 4313 b",11.418160439,7.845020771,13.561443329,2.706551075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 43691 b",94.894485474,41.09230423,93.870674133,17.718753815,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
        "HD 45364 c",96.410316467,-31.480953217,99.486206055,-54.709354401,54.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "Kepler-432 c",293.28219604,48.285900116,314.90765381,68.126670837,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3
          "24 Sex c",155.86820984,-0.90224397182,157.99359131,-10.198147774,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "30 Ari B b",39.240585327,24.64806366,44.567802429,8.8548107147,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
          "47 UMa b",164.86656189,40.43025589,149.06985474,31.061607361,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
          "51 Peg b",344.36657715,20.76883316,354.28408813,25.186477661,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
          "55 Cnc d",133.1492157,28.330818176,127.73245239,10.367085457,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
           "6 Lyn b",97.696281433,58.162631989,94.938690186,34.855213165,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
          "61 Vir d",199.60131836,-18.311195374,205.00720215,-9.2978086472,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "75 Cet b",38.039253235,-1.0348960161,35.325386047,-15.167499542,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "BD+20 2457 c",154.18690491,19.89140892,148.88206482,8.5857620239,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
      "BD-06 1339 c",88.251182556,-5.9948439598,88.003112793,-29.422014236,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "BD-10 3166 b",164.62001038,-10.770376205,170.13520813,-15.967544556,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "CoRoT-7 c",100.95612335,-1.0630329847,102.01005554,-24.046701431,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "HD 59686 A b",112.95165253,17.086046219,111.9599762,-4.6206088066,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     "HD 133131 A b",225.89770508,-27.842573166,231.30860901,-10.132717133,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     "HD 133131 A c",225.89770508,-27.842573166,231.30860901,-10.132717133,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     "HD 133131 B b",225.89920044,-27.840993881,231.30943298,-10.130828857,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 111998 b",193.29649353,-3.5530979633,193.61506653,1.9741950035,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 47186 c",99.036613464,-27.622297287,102.68257904,-50.664493561,54.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 49674 b",102.87715149,40.86775589,100.20024109,17.883350372,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 52265 b",105.07514954,-5.3671622276,107.0408783,-27.919015884,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 5319 b",13.755835533,0.78955298662,12.966323853,-4.6997179985,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "HD 564 b",2.4700911045,-50.267822266,336.27716064,-45.76947403,27.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 63454 b",114.84104919,-78.278968811,248.82791138,-76.332084656,189.0,0,0,4,4,0,0,4,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 65216 c",118.42217255,-63.647323608,179.52915955,-77.8022995,324.0,4,4,4,4,4,0,4,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 67087 b",121.91564941,31.551319122,117.32846832,11.090120316,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
         "HD 6718 b",16.952760696,-8.2337064743,12.38015461,-14.25177002,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 69830 b",124.59977722,-12.632173538,130.4485321,-31.342002869,27.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 70573 b",125.70813751,1.8593230247,127.5994339,-17.041061401,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 73256 b",129.09590149,-30.037626266,142.60577393,-46.59487915,27.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 73526 c",129.31867981,-41.319103241,150.38970947,-56.813270569,54.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 75289 b",131.91828918,-41.736793518,153.86213684,-56.268005371,54.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 76700 b",133.48130798,-66.800994873,200.87365723,-73.135597229,108.0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 7924 d",20.496313095,76.710281372,64.962486267,59.417209625,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
        "HD 80606 b",140.65653992,50.603721619,125.96057129,33.295330048,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
        "HD 82943 b",143.71139526,-12.129546165,150.42010498,-25.021198273,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 85390 b",147.51040649,-49.790267944,178.48703003,-56.99338913,54.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 86264 b",149.24099731,-15.895121574,157.49952698,-26.547113419,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "HD 8673 b",21.536603928,34.57970047,33.299465179,23.609018326,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
        "HD 89307 b",154.58869934,12.621108055,151.876297,1.9430099726,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 92788 b",160.70220947,-2.1837561131,163.02850342,-9.5740022659,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 95089 b",164.69889832,1.7292159796,165.24005127,-4.4297299385,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 328 b",133.78175354,1.5465079546,135.78778076,-15.207852364,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 3470 b",119.7743454,15.39149189,118.73105621,-5.1274280548,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 581 e",229.86177063,-7.7222800255,229.5216217,10.256543159,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
        "GJ 667 C e",259.74508667,-34.996826172,261.42987061,-11.862119675,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 674 b",262.16644287,-46.895191193,264.16595459,-23.614419937,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 832 b",323.39157104,-49.0090065,308.6192627,-32.47492218,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "GJ 876 e",343.31973267,-14.263699532,339.16921997,-6.6266617775,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HAT-P-13 c",129.88253784,47.352050781,119.44488525,27.907100677,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
        "HAT-P-17 c",324.53640747,30.488716125,339.89703369,41.634429932,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
        "HD 10180 c",24.473234177,-60.511528015,340.44338989,-61.611312866,54.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 10180 g",24.473234177,-60.511528015,340.44338989,-61.611312866,54.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
